"gbd_condition","ontology_id","channels","channel_details"
"Other leukemia","MONDO:0005059","embedding","sim=0.9431 rank=1 label='leukemia'"
"Other leukemia","MONDO:0005402","embedding","sim=0.9146 rank=3 label='lymphoid leukemia'"
"Other leukemia","MONDO:0011996","embedding","sim=0.8966 rank=8 label='chronic myeloid leukemia'"
"Other leukemia","MONDO:0018874","embedding","sim=0.9039 rank=6 label='acute myeloid leukemia'"
"Other malignant neoplasms","MONDO:0000620","embedding","sim=0.9414 rank=4 label='breast benign neoplasm'"
"Other malignant neoplasms","MONDO:0000631","embedding","sim=0.9376 rank=6 label='bone benign neoplasm'"
"Other malignant neoplasms","MONDO:0005070","",""
"Other malignant neoplasms","MONDO:0005157","embedding","sim=0.9355 rank=9 label='lymphoid neoplasm'"
"Other malignant neoplasms","MONDO:0005165","embedding","sim=0.9365 rank=7 label='benign neoplasm'"
"Other malignant neoplasms","MONDO:0009831","embedding","sim=0.9439 rank=3 label='malignant pancreatic neoplasm'"
"Other malignant neoplasms","MONDO:0021063","embedding","sim=0.9399 rank=5 label='malignant colon neoplasm'"
"Other malignant neoplasms","MONDO:0021220","embedding","sim=0.9342 rank=10 label='eye neoplasm'"
"Other malignant neoplasms","MONDO:0024880","embedding","sim=0.9454 rank=2 label='metastatic malignant neoplasm'"
"Other malignant neoplasms","MONDO:0024881","embedding","sim=0.9766 rank=1 label='secondary malignant neoplasm'"
"Other malignant neoplasms","MONDO:0044919","embedding","sim=0.9358 rank=8 label='malignant renal pelvis neoplasm'"
"Other mental disorders","EFO:0007795","embedding","sim=0.9097 rank=9 label='anxiety disorder measurement'"
"Other mental disorders","MONDO:0000592","embedding","sim=0.9136 rank=6 label='specific developmental disorder'"
"Other mental disorders","MONDO:0002025","embedding","sim=0.928 rank=2 label='psychiatric disorder'"
"Other mental disorders","MONDO:0002039","embedding","sim=0.916 rank=3 label='cognitive disorder'"
"Other mental disorders","MONDO:0004730","embedding","sim=0.9126 rank=8 label='speech disorder'"
"Other mental disorders","MONDO:0005071","embedding","sim=0.9094 rank=10 label='nervous system disorder'"
"Other mental disorders","MONDO:0005084","embedding","sim=0.9389 rank=1 label='mental disorder'"
"Other mental disorders","MONDO:0005503","embedding","sim=0.9139 rank=5 label='developmental disorder of mental health'"
"Other mental disorders","MONDO:0016226","embedding","sim=0.9153 rank=4 label='specific language disorder'"
"Other mental disorders","MONDO:0021698","embedding","sim=0.9129 rank=7 label='alcohol-related disorders'"
"Other musculoskeletal disorders","EFO:0022195","embedding","sim=0.967 rank=2 label='chronic musculoskeletal pain'"
"Other musculoskeletal disorders","HP:0003011","embedding","sim=0.868 rank=7 label='Abnormality of the musculature'"
"Other musculoskeletal disorders","HP:0033127","embedding","sim=0.9524 rank=3 label='Abnormality of the musculoskeletal system'"
"Other musculoskeletal disorders","MONDO:0000589","embedding","sim=0.9416 rank=4 label='autoimmune disorder of musculoskeletal system'"
"Other musculoskeletal disorders","MONDO:0002081","embedding","sim=0.9759 rank=1 label='musculoskeletal system disorder'"
"Other musculoskeletal disorders","MONDO:0005306","embedding","sim=0.8668 rank=8 label='ankylosing spondylitis'"
"Other musculoskeletal disorders","MONDO:0006630","embedding","sim=0.86 rank=9 label='osteoarthritis, spine'"
"Other musculoskeletal disorders","MONDO:0006632","embedding","sim=0.8587 rank=10 label='osteoarthritis, hand'"
"Other musculoskeletal disorders","MONDO:0008481","embedding","sim=0.883 rank=6 label='spondylosis, cervical'"
"Other musculoskeletal disorders","OBA:2042464","embedding","sim=0.8972 rank=5 label='level of musculoskeletal embryonic nuclear protein 1 in blood serum'"
"Other neglected tropical diseases","EFO:0007743","embedding","sim=0.8755 rank=8 label='influenza A severity measurement'"
"Other neglected tropical diseases","MONDO:0000001","",""
"Other neglected tropical diseases","MONDO:0000327","embedding","sim=0.8743 rank=9 label='Buruli ulcer disease'"
"Other neglected tropical diseases","MONDO:0000989","embedding","sim=0.9026 rank=2 label='mumps infectious disease'"
"Other neglected tropical diseases","MONDO:0001341","embedding","sim=0.8736 rank=10 label='selective IgA deficiency disease'"
"Other neglected tropical diseases","MONDO:0005113","embedding","sim=0.8798 rank=6 label='bacterial infectious disease'"
"Other neglected tropical diseases","MONDO:0005135","embedding","sim=0.891 rank=3 label='parasitic infectious disease'"
"Other neglected tropical diseases","MONDO:0005229","embedding","sim=0.8848 rank=5 label='bacterial infectious disease with sepsis'"
"Other neglected tropical diseases","MONDO:0005644","embedding","sim=0.8871 rank=4 label='amebiasis'"
"Other neglected tropical diseases","MONDO:0005766","embedding","sim=0.8769 rank=7 label='fungal lung infectious disease'"
"Other neglected tropical diseases","MONDO:0043885","embedding","sim=0.9111 rank=1 label='eye infectious disorder'"
"Other neonatal disorders","EFO:0009408","embedding","sim=0.8851 rank=10 label='abnormal vaginal discharge smell'"
"Other neonatal disorders","EFO:0022856","embedding","sim=0.8893 rank=8 label='feeding problems of newborn'"
"Other neonatal disorders","EFO:0022941","embedding","sim=0.9026 rank=3 label='congenital respiratory system disorder'"
"Other neonatal disorders","EFO:1000739","embedding","sim=0.8973 rank=5 label='neonatal jaundice'"
"Other neonatal disorders","HP:0040187","embedding","sim=0.9348 rank=1 label='Neonatal sepsis'"
"Other neonatal disorders","MONDO:0000592","embedding","sim=0.8927 rank=6 label='specific developmental disorder'"
"Other neonatal disorders","MONDO:0002320","embedding","sim=0.8991 rank=4 label='congenital nervous system disorder'"
"Other neonatal disorders","MONDO:0005566","embedding","sim=0.8887 rank=9 label='neonatal abstinence syndrome'"
"Other neonatal disorders","MONDO:0006663","embedding","sim=0.9154 rank=2 label='perinatal asphyxia'"
"Other neonatal disorders","MONDO:0100086","embedding","sim=0.8923 rank=7 label='perinatal disease'"
"Other neoplasms","EFO:1001513","embedding","sim=0.9483 rank=7 label='liver neoplasm'"
"Other neoplasms","MONDO:0002531","embedding","sim=0.9508 rank=5 label='skin neoplasm'"
"Other neoplasms","MONDO:0005070","",""
"Other neoplasms","MONDO:0019060","embedding","sim=0.9564 rank=2 label='bone neoplasm'"
"Other neoplasms","MONDO:0021100","embedding","sim=0.9432 rank=9 label='breast neoplasm'"
"Other neoplasms","MONDO:0021117","embedding","sim=0.943 rank=10 label='lung neoplasm'"
"Other neoplasms","MONDO:0021163","embedding","sim=0.9508 rank=6 label='kidney neoplasm'"
"Other neoplasms","MONDO:0021211","embedding","sim=0.9539 rank=4 label='brain neoplasm'"
"Other neoplasms","MONDO:0021220","embedding","sim=0.9582 rank=1 label='eye neoplasm'"
"Other neoplasms","MONDO:0021240","embedding","sim=0.9546 rank=3 label='tongue neoplasm'"
"Other neoplasms","MONDO:0024881","embedding","sim=0.9441 rank=8 label='secondary malignant neoplasm'"
"Other neurological disorders","HP:0000011","embedding","sim=0.9062 rank=9 label='Neurogenic bladder'"
"Other neurological disorders","MONDO:0002317","embedding","sim=0.9033 rank=10 label='central nervous system origin vertigo'"
"Other neurological disorders","MONDO:0002320","embedding","sim=0.9076 rank=8 label='congenital nervous system disorder'"
"Other neurological disorders","MONDO:0002321","embedding","sim=0.9115 rank=6 label='sensory peripheral neuropathy'"
"Other neurological disorders","MONDO:0002602","embedding","sim=0.9164 rank=4 label='central nervous system disorder'"
"Other neurological disorders","MONDO:0003620","embedding","sim=0.9167 rank=3 label='peripheral nervous system disorder'"
"Other neurological disorders","MONDO:0005071","",""
"Other neurological disorders","MONDO:0005244","embedding","sim=0.9114 rank=7 label='peripheral neuropathy'"
"Other neurological disorders","MONDO:0005379","embedding","sim=0.9174 rank=2 label='neurotic disorder'"
"Other neurological disorders","MONDO:0019056","embedding","sim=0.9236 rank=1 label='neuromuscular disease'"
"Other neurological disorders","MONDO:0024619","embedding","sim=0.9154 rank=5 label='central nervous system infectious disorder'"
"Other non-Hodgkin lymphoma","EFO:0801403","embedding","sim=0.8846 rank=7 label='B-cell lymphoma/leukemia 10 measurement'"
"Other non-Hodgkin lymphoma","MONDO:0004633","embedding","sim=0.9458 rank=4 label='Hodgkin's lymphoma, mixed cellularity'"
"Other non-Hodgkin lymphoma","MONDO:0004665","embedding","sim=0.9513 rank=3 label='nodular sclerosis classical Hodgkin lymphoma'"
"Other non-Hodgkin lymphoma","MONDO:0004952","embedding","sim=0.9343 rank=5 label='Hodgkins lymphoma'"
"Other non-Hodgkin lymphoma","MONDO:0005062","",""
"Other non-Hodgkin lymphoma","MONDO:0007243","embedding","sim=0.8787 rank=10 label='Burkitt lymphoma'"
"Other non-Hodgkin lymphoma","MONDO:0018905","embedding","sim=0.8882 rank=6 label='diffuse large B-cell lymphoma'"
"Other non-Hodgkin lymphoma","MONDO:0018908","embedding","sim=0.9873 rank=1 label='non-Hodgkin lymphoma'"
"Other non-Hodgkin lymphoma","MONDO:0019472","embedding","sim=0.8788 rank=9 label='extranodal nasal NK/T cell lymphoma'"
"Other non-Hodgkin lymphoma","MONDO:0044887","embedding","sim=0.9721 rank=2 label='central nervous system non-hodgkin lymphoma'"
"Other non-Hodgkin lymphoma","OBA:2050949","embedding","sim=0.8803 rank=8 label='level of T-cell leukemia/lymphoma protein 1B in blood'"
"Other non-rheumatic valve diseases","EFO:0009935","embedding","sim=0.8899 rank=4 label='Non-steroidal anti-inflammatory and antirheumatic product use measurement'"
"Other non-rheumatic valve diseases","HP:0001647","embedding","sim=0.8792 rank=10 label='Bicuspid aortic valve'"
"Other non-rheumatic valve diseases","MONDO:0000001","",""
"Other non-rheumatic valve diseases","MONDO:0000471","embedding","sim=0.8949 rank=2 label='tricuspid valve disorder'"
"Other non-rheumatic valve diseases","MONDO:0001332","embedding","sim=0.8888 rank=5 label='palindromic rheumatism'"
"Other non-rheumatic valve diseases","MONDO:0003803","embedding","sim=0.8862 rank=6 label='aortic valve disorder'"
"Other non-rheumatic valve diseases","MONDO:0005648","embedding","sim=0.8815 rank=8 label='aortic valve insufficiency'"
"Other non-rheumatic valve diseases","MONDO:0006322","embedding","sim=0.8972 rank=1 label='non-neoplastic bile duct disorder'"
"Other non-rheumatic valve diseases","MONDO:0006955","embedding","sim=0.8823 rank=7 label='rheumatic heart disease'"
"Other non-rheumatic valve diseases","MONDO:0019735","embedding","sim=0.881 rank=9 label='polymyalgia rheumatica'"
"Other non-rheumatic valve diseases","OBA:2050354","embedding","sim=0.8929 rank=3 label='trait in response to antirheumatic drug'"
"Other nutritional deficiencies","EFO:0005403","embedding","sim=0.8863 rank=6 label='response to dietary potassium supplementation'"
"Other nutritional deficiencies","EFO:0008355","embedding","sim=0.886 rank=8 label='dietary heme iron intake measurement'"
"Other nutritional deficiencies","EFO:0008539","embedding","sim=0.8916 rank=3 label='vitamin D dietary intake measurement'"
"Other nutritional deficiencies","EFO:0020082","embedding","sim=0.8864 rank=5 label='dietary vitamin C intake measurement'"
"Other nutritional deficiencies","EFO:0020089","embedding","sim=0.8844 rank=10 label='dietary vitamin E intake measurement'"
"Other nutritional deficiencies","HP:0001939","embedding","sim=0.889 rank=4 label='Abnormality of metabolism/homeostasis'"
"Other nutritional deficiencies","HP:0003110","embedding","sim=0.8861 rank=7 label='Abnormality of urine homeostasis'"
"Other nutritional deficiencies","MONDO:0001371","embedding","sim=0.8939 rank=2 label='protein-energy malnutrition'"
"Other nutritional deficiencies","MONDO:0006873","embedding","sim=0.907 rank=1 label='nutritional deficiency disease'"
"Other nutritional deficiencies","OBA:2040014","embedding","sim=0.885 rank=9 label='trait in response to vitamin B3'"
"Other oral disorders","EFO:0009468","embedding","sim=0.9113 rank=6 label='jaw disease'"
"Other oral disorders","MONDO:0001165","embedding","sim=0.9142 rank=3 label='tongue disorder'"
"Other oral disorders","MONDO:0002220","embedding","sim=0.9079 rank=8 label='tooth hard tissue disease'"
"Other oral disorders","MONDO:0002776","embedding","sim=0.9047 rank=10 label='external ear disorder'"
"Other oral disorders","MONDO:0003394","embedding","sim=0.9141 rank=4 label='dental pulp disorder'"
"Other oral disorders","MONDO:0005557","embedding","sim=0.9098 rank=7 label='calcium metabolic disease'"
"Other oral disorders","MONDO:0006858","embedding","sim=0.9198 rank=1 label='mouth disorder'"
"Other oral disorders","MONDO:0006999","embedding","sim=0.9118 rank=5 label='tooth disorder'"
"Other oral disorders","MONDO:0016226","embedding","sim=0.9062 rank=9 label='specific language disorder'"
"Other oral disorders","MONDO:0043885","embedding","sim=0.9197 rank=2 label='eye infectious disorder'"
"Other pharynx cancer","MONDO:0001128","embedding","sim=0.9074 rank=9 label='nasal cavity cancer'"
"Other pharynx cancer","MONDO:0002258","embedding","sim=0.9087 rank=7 label='pharyngitis'"
"Other pharynx cancer","MONDO:0002516","embedding","sim=0.9076 rank=8 label='digestive system cancer'"
"Other pharynx cancer","MONDO:0003199","embedding","sim=0.9039 rank=10 label='anal carcinoma'"
"Other pharynx cancer","MONDO:0004608","embedding","sim=0.9535 rank=2 label='oropharynx cancer'"
"Other pharynx cancer","MONDO:0004645","embedding","sim=0.9211 rank=5 label='cheek mucosa cancer'"
"Other pharynx cancer","MONDO:0004992","",""
"Other pharynx cancer","MONDO:0005517","embedding","sim=0.9635 rank=1 label='pharynx cancer'"
"Other pharynx cancer","MONDO:0005806","embedding","sim=0.9474 rank=3 label='hypopharynx cancer'"
"Other pharynx cancer","MONDO:0020592","embedding","sim=0.9389 rank=4 label='disorder of pharynx'"
"Other pharynx cancer","MONDO:0020600","embedding","sim=0.9193 rank=6 label='acute pharyngitis'"
"Other pneumoconiosis","EFO:1001474","embedding","sim=0.8964 rank=8 label='pneumococcal pneumonia'"
"Other pneumoconiosis","EFO:1001925","embedding","sim=0.8935 rank=9 label='pneumococcal bacteremia'"
"Other pneumoconiosis","HP:0002108","embedding","sim=0.9239 rank=3 label='Spontaneous pneumothorax'"
"Other pneumoconiosis","MONDO:0002076","embedding","sim=0.9142 rank=4 label='pneumothorax'"
"Other pneumoconiosis","MONDO:0005114","embedding","sim=0.9005 rank=6 label='pneumococcal infection'"
"Other pneumoconiosis","MONDO:0005682","embedding","sim=0.912 rank=5 label='bronchopneumonia'"
"Other pneumoconiosis","MONDO:0006913","embedding","sim=0.9002 rank=7 label='pneumococcal meningitis'"
"Other pneumoconiosis","MONDO:0015926","embedding","sim=0.9862 rank=1 label='pneumoconiosis'"
"Other pneumoconiosis","MONDO:0016586","embedding","sim=0.8904 rank=10 label='systemic mastocytosis'"
"Other pneumoconiosis","MONDO:0043905","embedding","sim=0.9295 rank=2 label='pneumonitis'"
"Other sense organ diseases","EFO:0007664","embedding","sim=0.8978 rank=5 label='outer ear morphology trait'"
"Other sense organ diseases","EFO:0010688","embedding","sim=0.9014 rank=4 label='periapical tissue disease'"
"Other sense organ diseases","HP:0002012","embedding","sim=0.8954 rank=9 label='Abnormality of the abdominal organs'"
"Other sense organ diseases","MONDO:0000001","",""
"Other sense organ diseases","MONDO:0000462","embedding","sim=0.8973 rank=6 label='eye adnexa disorder'"
"Other sense organ diseases","MONDO:0000926","embedding","sim=0.8967 rank=7 label='eye accommodation disease'"
"Other sense organ diseases","MONDO:0002220","embedding","sim=0.9099 rank=1 label='tooth hard tissue disease'"
"Other sense organ diseases","MONDO:0005071","embedding","sim=0.9062 rank=2 label='nervous system disorder'"
"Other sense organ diseases","MONDO:0005087","embedding","sim=0.9045 rank=3 label='respiratory system disorder'"
"Other sense organ diseases","MONDO:0005715","",""
"Other sense organ diseases","MONDO:0005872","embedding","sim=0.8962 rank=8 label='nervous system cancer'"
"Other sense organ diseases","MONDO:0043885","embedding","sim=0.8954 rank=10 label='eye infectious disorder'"
"Other sexually transmitted infections","EFO:0000544","",""
"Other sexually transmitted infections","MONDO:0000989","embedding","sim=0.8936 rank=6 label='mumps infectious disease'"
"Other sexually transmitted infections","MONDO:0005108","embedding","sim=0.8997 rank=3 label='viral infectious disease'"
"Other sexually transmitted infections","MONDO:0005113","embedding","sim=0.8958 rank=5 label='bacterial infectious disease'"
"Other sexually transmitted infections","MONDO:0005135","embedding","sim=0.8977 rank=4 label='parasitic infectious disease'"
"Other sexually transmitted infections","MONDO:0005229","embedding","sim=0.8922 rank=8 label='bacterial infectious disease with sepsis'"
"Other sexually transmitted infections","MONDO:0005323","embedding","sim=0.9452 rank=1 label='bacterial sexually transmitted disease'"
"Other sexually transmitted infections","MONDO:0021679","embedding","sim=0.8913 rank=9 label='gram-positive bacterial infections'"
"Other sexually transmitted infections","MONDO:0021681","embedding","sim=0.9348 rank=2 label='sexually transmitted disease'"
"Other sexually transmitted infections","MONDO:0024355","embedding","sim=0.8842 rank=10 label='respiratory tract infectious disorder'"
"Other sexually transmitted infections","MONDO:0043885","embedding","sim=0.8925 rank=7 label='eye infectious disorder'"
"Other skin and subcutaneous diseases","EFO:0010723","embedding","sim=0.9013 rank=10 label='ocular sarcoidosis'"
"Other skin and subcutaneous diseases","HP:0008066","embedding","sim=0.9175 rank=2 label='Abnormal blistering of the skin'"
"Other skin and subcutaneous diseases","HP:0011123","embedding","sim=0.9035 rank=8 label='Inflammatory abnormality of the skin'"
"Other skin and subcutaneous diseases","MONDO:0000001","",""
"Other skin and subcutaneous diseases","MONDO:0000254","embedding","sim=0.9103 rank=4 label='cutaneous mycosis'"
"Other skin and subcutaneous diseases","MONDO:0000654","embedding","sim=0.9077 rank=5 label='benign connective and soft tissue neoplasm'"
"Other skin and subcutaneous diseases","MONDO:0005594","embedding","sim=0.9035 rank=9 label='severe cutaneous adverse reaction'"
"Other skin and subcutaneous diseases","MONDO:0006557","embedding","sim=0.9127 rank=3 label='hemangioma of subcutaneous tissue'"
"Other skin and subcutaneous diseases","MONDO:0020576","embedding","sim=0.9076 rank=6 label='cutaneous vasculitis'"
"Other skin and subcutaneous diseases","MONDO:0042983","embedding","sim=0.9058 rank=7 label='neurocutaneous syndrome'"
"Other skin and subcutaneous diseases","MONDO:0044334","embedding","sim=0.9248 rank=1 label='connective and soft tissue neoplasm'"
"Other unspecified infectious diseases","EFO:0008380","embedding","sim=0.8741 rank=3 label='perceived unattractiveness to mosquitos measurement'"
"Other unspecified infectious diseases","MONDO:0000001","",""
"Other unspecified infectious diseases","MONDO:0002875","embedding","sim=0.8729 rank=4 label='parasitic ectoparasitic infectious disease'"
"Other unspecified infectious diseases","MONDO:0005229","embedding","sim=0.8753 rank=2 label='bacterial infectious disease with sepsis'"
"Other unspecified infectious diseases","MONDO:0005550","",""
"Other unspecified infectious diseases","MONDO:0006322","embedding","sim=0.8667 rank=8 label='non-neoplastic bile duct disorder'"
"Other unspecified infectious diseases","MONDO:0018469","embedding","sim=0.8773 rank=1 label='pulmonary non-tuberculous mycobacterial infection'"
"Other unspecified infectious diseases","MONDO:0023370","embedding","sim=0.8673 rank=7 label='neoplastic disease or syndrome'"
"Other unspecified infectious diseases","OBA:2044844","embedding","sim=0.8686 rank=6 label='level of uncharacterized protein FAM241A in blood serum'"
"Other unspecified infectious diseases","OBA:2044849","embedding","sim=0.8691 rank=5 label='level of uncharacterized protein CXorf38 in blood serum'"
"Other unspecified infectious diseases","OBA:2044853","embedding","sim=0.8662 rank=9 label='level of uncharacterized protein KIAA1143 in blood serum'"
"Other unspecified infectious diseases","OBA:2051952","embedding","sim=0.8658 rank=10 label='level of uncharacterized protein C7orf50 in blood'"
"Other urinary diseases","HP:0000012","embedding","sim=0.9306 rank=5 label='Urinary urgency'"
"Other urinary diseases","HP:0000016","embedding","sim=0.9207 rank=8 label='Urinary retention'"
"Other urinary diseases","HP:0000079","embedding","sim=0.9288 rank=6 label='Abnormality of the urinary system'"
"Other urinary diseases","MONDO:0000001","",""
"Other urinary diseases","MONDO:0001187","embedding","sim=0.9236 rank=7 label='urinary bladder cancer'"
"Other urinary diseases","MONDO:0002118","embedding","sim=0.9523 rank=1 label='urinary system disorder'"
"Other urinary diseases","MONDO:0003330","embedding","sim=0.9173 rank=10 label='urinary tract obstruction'"
"Other urinary diseases","MONDO:0004184","embedding","sim=0.9193 rank=9 label='urethral disorder'"
"Other urinary diseases","MONDO:0004828","embedding","sim=0.9315 rank=4 label='lower urinary tract calculus'"
"Other urinary diseases","MONDO:0006026","embedding","sim=0.9477 rank=2 label='urinary bladder disorder'"
"Other urinary diseases","OBA:VT1000777","embedding","sim=0.936 rank=3 label='urinary system trait'"
"Other vision loss","EFO:0009764","embedding","sim=0.9044 rank=9 label='eye colour measurement'"
"Other vision loss","HP:0000504","embedding","sim=0.9259 rank=4 label='Abnormality of vision'"
"Other vision loss","HP:0000529","embedding","sim=0.9596 rank=1 label='Progressive visual loss'"
"Other vision loss","HP:0000572","embedding","sim=0.9394 rank=2 label='Visual loss'"
"Other vision loss","HP:0001123","embedding","sim=0.9094 rank=6 label='Visual field defect'"
"Other vision loss","MONDO:0000926","embedding","sim=0.9119 rank=5 label='eye accommodation disease'"
"Other vision loss","MONDO:0001564","embedding","sim=0.9028 rank=10 label='binocular vision disease'"
"Other vision loss","MONDO:0001703","embedding","sim=0.9319 rank=3 label='color vision disorder'"
"Other vision loss","MONDO:0005365","embedding","sim=0.9092 rank=8 label='hearing loss disorder'"
"Other vision loss","MONDO:0021084","embedding","sim=0.9092 rank=7 label='vision disorder'"
"Otitis media","MONDO:0001650","embedding","sim=0.8964 rank=10 label='acute cystitis'"
"Otitis media","MONDO:0004795","embedding","sim=0.9193 rank=3 label='otitis externa'"
"Otitis media","MONDO:0005280","embedding","sim=0.9014 rank=7 label='prostatitis'"
"Otitis media","MONDO:0005441","embedding","sim=1 rank=1 label='otitis media'"
"Otitis media","MONDO:0005892","embedding","sim=0.9035 rank=5 label='otitis media with effusion'"
"Otitis media","MONDO:0005975","embedding","sim=0.9023 rank=6 label='suppurative otitis media'"
"Otitis media","MONDO:0006030","embedding","sim=0.8998 rank=9 label='chronic cystitis'"
"Otitis media","MONDO:0006032","embedding","sim=0.8998 rank=8 label='cystitis'"
"Otitis media","MONDO:0006849","embedding","sim=0.9043 rank=4 label='mastitis'"
"Otitis media","MONDO:0021204","embedding","sim=0.9693 rank=2 label='chronic otitis media'"
"Ovarian cancer","EFO:0920034","",""
"Ovarian cancer","EFO:1001515","embedding","sim=0.9234 rank=8 label='ovarian endometrioid carcinoma'"
"Ovarian cancer","EFO:1001516","embedding","sim=0.9438 rank=4 label='ovarian serous carcinoma'"
"Ovarian cancer","MONDO:0000548","embedding","sim=0.9635 rank=3 label='ovarian clear cell cancer'"
"Ovarian cancer","MONDO:0002715","embedding","sim=0.9222 rank=10 label='uterine cancer'"
"Ovarian cancer","MONDO:0004992","",""
"Ovarian cancer","MONDO:0005138","embedding","sim=0.9225 rank=9 label='lung carcinoma'"
"Ovarian cancer","MONDO:0005140","embedding","sim=0.9665 rank=2 label='ovarian carcinoma'"
"Ovarian cancer","MONDO:0005215","embedding","sim=0.9342 rank=6 label='vulvar carcinoma'"
"Ovarian cancer","MONDO:0005558","embedding","sim=0.938 rank=5 label='ovarian disorder'"
"Ovarian cancer","MONDO:0006337","embedding","sim=0.9271 rank=7 label='ovarian endometriosis'"
"Ovarian cancer","MONDO:0008170","embedding","sim=1 rank=1 label='ovarian cancer'"
"Pancreatic cancer","HP:0005206","embedding","sim=0.923 rank=6 label='Pancreatic pseudocyst'"
"Pancreatic cancer","MONDO:0000612","embedding","sim=0.9176 rank=10 label='lymphatic system cancer'"
"Pancreatic cancer","MONDO:0002356","embedding","sim=0.9372 rank=1 label='pancreas disorder'"
"Pancreatic cancer","MONDO:0004950","embedding","sim=0.9177 rank=9 label='gastric carcinoma'"
"Pancreatic cancer","MONDO:0004982","embedding","sim=0.933 rank=2 label='pancreatitis'"
"Pancreatic cancer","MONDO:0004992","",""
"Pancreatic cancer","MONDO:0005003","embedding","sim=0.9269 rank=5 label='chronic pancreatitis'"
"Pancreatic cancer","MONDO:0005192","embedding","sim=0.9228 rank=7 label='exocrine pancreatic carcinoma'"
"Pancreatic cancer","MONDO:0006515","embedding","sim=0.9206 rank=8 label='acute pancreatitis'"
"Pancreatic cancer","MONDO:0021040","embedding","sim=0.9287 rank=3 label='pancreatic neoplasm'"
"Pancreatic cancer","OBA:2050006","embedding","sim=0.9269 rank=4 label='pancreas volume'"
"Pancreatitis","EFO:0021524","embedding","sim=0.9536 rank=5 label='non-alcoholic pancreatitis'"
"Pancreatitis","EFO:1001507","",""
"Pancreatitis","HP:0005206","embedding","sim=0.9106 rank=9 label='Pancreatic pseudocyst'"
"Pancreatitis","MONDO:0002356","embedding","sim=0.9384 rank=6 label='pancreas disorder'"
"Pancreatitis","MONDO:0003232","embedding","sim=0.9729 rank=4 label='alcoholic pancreatitis'"
"Pancreatitis","MONDO:0004842","embedding","sim=0.9086 rank=10 label='stomatitis'"
"Pancreatitis","MONDO:0004966","embedding","sim=0.9127 rank=8 label='gastritis'"
"Pancreatitis","MONDO:0004982","embedding","sim=1 rank=1 label='pancreatitis'"
"Pancreatitis","MONDO:0005001","embedding","sim=0.9137 rank=7 label='chronic gastritis'"
"Pancreatitis","MONDO:0005003","embedding","sim=0.9826 rank=2 label='chronic pancreatitis'"
"Pancreatitis","MONDO:0005589","",""
"Pancreatitis","MONDO:0006515","embedding","sim=0.977 rank=3 label='acute pancreatitis'"
"Pancreatitis","MONDO:0017227","",""
"Paralytic ileus and intestinal obstruction","EFO:0009705","embedding","sim=0.9261 rank=5 label='small intestine enteropathy'"
"Paralytic ileus and intestinal obstruction","EFO:1000989","embedding","sim=0.9172 rank=9 label='intestinal volvulus'"
"Paralytic ileus and intestinal obstruction","EFO:1001785","embedding","sim=0.9274 rank=4 label='diffuse esophageal spasm'"
"Paralytic ileus and intestinal obstruction","HP:0000471","embedding","sim=0.9172 rank=10 label='Gastrointestinal angiodysplasia'"
"Paralytic ileus and intestinal obstruction","HP:0002253","embedding","sim=0.9201 rank=8 label='Colonic diverticula'"
"Paralytic ileus and intestinal obstruction","HP:0002590","embedding","sim=0.9203 rank=7 label='Paralytic ileus'"
"Paralytic ileus and intestinal obstruction","HP:0004796","embedding","sim=0.9279 rank=3 label='Gastrointestinal obstruction'"
"Paralytic ileus and intestinal obstruction","HP:0011024","embedding","sim=0.9232 rank=6 label='Abnormality of the gastrointestinal tract'"
"Paralytic ileus and intestinal obstruction","MONDO:0004565","embedding","sim=0.9442 rank=2 label='intestinal obstruction'"
"Paralytic ileus and intestinal obstruction","MONDO:0004567","",""
"Paralytic ileus and intestinal obstruction","MONDO:0004622","embedding","sim=0.9458 rank=1 label='chronic intestinal vascular insufficiency'"
"Paratyphoid fever","EFO:0007299","embedding","sim=0.8601 rank=9 label='hemorrhagic fever with renal syndrome'"
"Paratyphoid fever","EFO:0009087","embedding","sim=0.8839 rank=2 label='non-typhoidal Salmonella bacteremia'"
"Paratyphoid fever","EFO:0010723","embedding","sim=0.8591 rank=10 label='ocular sarcoidosis'"
"Paratyphoid fever","HP:0001945","",""
"Paratyphoid fever","HP:0100582","embedding","sim=0.8681 rank=4 label='Nasal polyposis'"
"Paratyphoid fever","MONDO:0000989","embedding","sim=0.8639 rank=6 label='mumps infectious disease'"
"Paratyphoid fever","MONDO:0005619","embedding","sim=0.9613 rank=1 label='typhoid fever'"
"Paratyphoid fever","MONDO:0008039","embedding","sim=0.8732 rank=3 label='tropical spastic paraparesis'"
"Paratyphoid fever","MONDO:0017373","embedding","sim=0.8637 rank=7 label='poliomyelitis'"
"Paratyphoid fever","MONDO:0019266","embedding","sim=0.8608 rank=8 label='SAPHO syndrome'"
"Paratyphoid fever","MONDO:0019338","embedding","sim=0.8649 rank=5 label='sarcoidosis'"
"Parkinson's disease","EFO:0009268","embedding","sim=0.8726 rank=8 label='family history of Alzheimer’s disease'"
"Parkinson's disease","EFO:0009466","embedding","sim=0.8634 rank=10 label='Löfgren’s syndrome'"
"Parkinson's disease","EFO:0022957","embedding","sim=0.875 rank=7 label='early-onset Alzheimers disease'"
